recid	D	earnings	prevearn	edu
302514	0	14892	7500	12
302515	1	10403	8500	8
302519	1	12213	400	10
302521	1	42888	1600	12
302522	1	31214	13500	12
302525	0	22206	5000	12
302526	1	0	3960	12
302527	0	11899	8000	12
302528	1	2632	1800	10
302530	1	26801	3000	17
302532	1	0	864	11
302536	1	0	0	9
302538	1	9634	400	12
302542	1	1320	19000	11
302543	1	22047	3600	12
302544	1	34217	18028	12
302545	0	48056	11000	12
302547	1	15303	0	12
302548	1	22086	5000	17
302549	1	12485	9000	9
302551	1	28376	8000	11
302552	0	18126	3000	9
302553	0	10149	4680	12
302556	0	17697	0	11
302559	1	26774	11336	11
302560	1	4901	1500	11
302564	0	3897	6000	14
302565	1	20761	400	14
302568	1	35066	2100	12
302570	1	22375	4000	12
302572	1	0	0	11
302577	1	25803	0	9
302579	1	22691	4000	13
302580	1	20259	0	11
302582	1	27694	1000	9
302586	1	0	0	12
302587	1	16897	4550	12
302588	1	38211	3000	14
302589	0	0	0	10
302594	0	39219	14200	12
302596	1	2949	3131	12
302601	1	0	0	12
302603	0	0	0	10
302604	0	17717	2469	9
302607	1	8643	500	12
302609	1	9312	0	13
302610	1	1071	0	12
302611	1	906	0	12
302612	1	9828	3000	10
302616	1	4676	2416	11
302622	1	21888	0	9
302626	0	1197	0	7
302628	0	0	7000	16
302630	0	7039	4000	12
302632	0	0	0	12
302635	0	13362	5000	12
302637	1	25497	180	12
302639	1	21210	1000	9
302640	1	76059	3000	12
302641	1	39	0	12
302643	1	3673	0	16
302646	0	16773	1000	11
302649	0	11019	0	8
302650	0	12125	0	9
302652	0	31641	5000	15
302655	0	11577	0	9
302657	1	6307	396	8
302658	1	7195	2680	12
302660	1	824	0	12
302665	1	10307	0	16
302666	0	7362	1250	12
302669	1	3783	0	12
302672	1	28253	0	12
302674	0	42266	8000	12
302676	1	627	110	12
302681	0	15481	6000	12
302682	1	17496	1500	13
302683	1	0	1700	12
302685	1	11249	2433	12
302687	1	21813	3700	12
302690	0	942	3000	12
302691	1	15052	200	8
302693	1	24185	196	12
302694	0	22016	3500	14
302695	1	2079	5000	12
302696	0	80712	4000	16
302700	1	162	800	13
302702	1	52268	5500	13
302703	1	38811	14920	16
302704	0	0	24	13
302705	1	17694	0	12
302706	1	16941	3500	11
302707	1	29679	8147	13
302709	0	41158	6000	9
302712	1	36711	8000	12
302715	1	20856	10077	12
302716	1	18519	366	12
302718	1	63548	6500	10
302720	1	12955	5000	12
302721	0	5952	0	12
302722	1	22378	7000	12
302725	1	14854	4000	11
302727	1	8697	0	8
302732	1	33228	0	12
302733	1	28578	10629	10
302734	1	4652	3000	11
302736	0	3810	350	12
302738	1	28713	2500	16
302739	1	154	2000	11
302744	1	2694	285	13
302747	1	21750	2500	12
302751	1	7960	4553	12
302753	1	47697	10000	15
302757	1	11533	3308	8
302759	1	8835	6300	14
302761	1	17989	168	13
302762	0	4116	1000	10
302764	1	7657	6000	12
302769	1	0	6759	11
302771	1	43668	2500	12
302772	1	13691	8000	12
302774	0	14122	2500	14
302777	1	12406	5621	9
302778	1	8827	2800	9
302779	1	35298	7000	12
302789	1	31991	3290	13
302790	0	26091	125	11
302791	0	11655	5000	10
302792	1	1569	0	12
302801	1	36616	0	11
302804	1	22886	650	12
302806	0	7062	800	8
302808	1	1242	4000	14
302809	1	49227	1400	11
302810	1	48	4300	12
302812	0	13383	13000	12
302813	0	28832	0	11
302816	1	50553	28500	14
302820	0	35172	7000	12
302821	1	9507	6768	12
302822	1	0	4000	11
302823	1	24237	3680	11
302824	1	51289	9552	11
302825	1	56673	1500	14
302828	0	38486	9000	14
302830	1	1221	1625	12
302831	1	6568	3500	13
302839	0	0	8000	10
302841	0	426	0	12
302842	1	361	0	12
302844	1	14148	200	13
302845	1	37334	0	12
302846	0	960	167	11
302848	0	23641	9000	14
302850	1	32911	6400	12
302856	1	27171	3000	13
302858	0	8135	1500	10
302861	1	61906	16000	8
302862	1	40401	12000	12
302864	0	5235	0	14
302865	1	54960	14000	14
302866	1	16036	4900	11
302867	1	1092	0	12
302871	0	0	407	10
302872	1	3785	350	12
302876	1	9452	1200	13
302878	0	0	4320	16
302880	1	30356	4100	8
302881	1	61243	19000	12
302882	0	11608	4784	13
302887	0	11997	1500	13
302889	1	8751	0	12
302890	0	21045	7056	12
302891	1	31776	2060	12
302892	1	0	0	12
302893	1	0	0	14
302894	0	0	1000	12
302895	1	44	0	12
302897	1	33790	0	12
302899	1	34022	12000	12
302900	1	28743	11000	12
302901	0	14548	2020	12
302902	1	7743	500	9
302904	1	0	0	12
302906	1	25971	6000	9
302907	1	39422	6804	12
302910	0	23782	12000	12
302911	1	10014	0	12
302913	1	216	0	7
302914	1	102	0	8
302916	1	6676	2600	15
302918	0	14490	0	14
302920	1	1070	600	12
302925	0	3605	5000	9
302929	1	25653	0	10
302931	1	24572	5400	10
302932	1	4154	2131	14
302934	0	56196	6000	13
302936	1	11114	0	12
302942	1	18953	5350	13
302945	1	5589	960	8
302948	1	22242	406	9
302951	0	1003	480	12
302955	0	12000	9700	13
302957	1	0	0	8
302960	1	27275	5500	12
302961	0	18648	218	12
302968	1	4531	1169	11
302969	1	8337	5000	14
302970	0	6054	938	14
302973	0	83814	25000	13
302975	1	46749	6000	12
302979	0	17038	3000	12
302983	0	7707	0	10
302986	1	0	0	10
302989	0	15002	1300	14
302997	1	50760	14000	12
303000	0	22361	0	12
303002	0	15347	2000	12
303003	0	6435	4888	11
303005	1	28553	4600	8
303008	0	11142	5000	13
303009	0	0	0	8
303013	1	4086	0	11
303017	0	59642	14415	12
303019	0	6813	6922	10
303020	1	68233	11483	14
303021	1	19614	7292	13
303022	1	27090	1200	10
303024	1	26873	363	12
303025	1	19798	2000	8
303027	0	36697	1500	12
303028	1	20543	0	13
303030	0	0	0	12
303034	1	0	0	9
303038	1	16194	3000	11
303040	1	33858	0	12
303041	1	45063	0	13
303042	0	283	340	14
303045	1	36247	2000	11
303046	1	62844	19566	10
303048	0	31590	3752	13
303049	0	0	15000	12
303050	1	30300	0	11
303051	1	29539	6000	12
303052	0	8427	70	12
303053	1	32452	4362	14
303055	1	3484	2577	8
303057	1	22206	6500	12
303062	1	381	0	10
303065	0	11916	14000	12
303066	0	37875	11898	13
303069	1	51379	63000	12
303070	1	33632	0	16
303072	1	19008	2400	12
303075	0	738	0	11
303077	1	2184	500	10
303079	0	0	320	13
303083	1	43749	5250	8
303085	0	138	1440	13
303086	1	7787	1600	12
303087	1	2051	600	8
303090	0	18955	500	12
303091	1	135	11000	12
303092	1	27513	5628	9
303093	1	4468	800	12
303094	1	1998	1782	10
303097	1	7652	8000	13
303099	1	37953	0	12
303101	1	35523	9570	12
303102	1	1947	0	9
303104	1	0	144	12
303106	1	256	0	13
303107	0	47031	0	11
303108	1	29177	4000	16
303109	1	43710	400	10
303110	0	2694	0	12
303113	1	896	1631	15
303114	1	34828	300	8
303122	0	0	0	11
303123	0	11795	7664	10
303124	1	41391	18000	11
303125	0	0	2400	12
303129	1	8692	135	12
303131	0	41787	12688	10
303135	1	7213	0	11
303137	1	4447	2888	9
303138	1	13698	1200	11
303139	1	7533	9800	17
303140	1	54141	0	14
303141	0	33246	2400	12
303143	0	26049	262	12
303150	0	8919	10000	10
303155	1	20364	18240	12
303156	1	4452	0	12
303159	1	31343	6000	14
303160	1	5190	0	14
303161	1	32504	6807	12
303162	1	864	800	12
303163	1	9432	0	12
303164	1	110	0	15
303165	0	4113	9000	12
303166	1	1674	286	12
303167	1	28876	2000	12
303169	1	61858	400	15
303172	1	1458	630	11
303173	1	14592	0	9
303177	1	57982	2000	8
303178	1	31719	9500	9
303179	1	23126	0	8
303180	1	4827	0	11
303183	1	30456	0	13
303184	0	9438	0	8
303191	1	6	6000	12
303192	1	1293	2200	10
303194	1	28665	4000	12
303195	0	618	0	9
303197	1	546	250	12
303198	1	10284	0	12
303199	1	186	1992	10
303200	0	37879	8830	8
303201	1	786	0	8
303202	1	15883	1200	11
303203	1	0	0	12
303204	1	19641	4000	8
303206	0	34371	20000	13
303207	1	11964	1837	13
303209	1	12838	0	12
303210	1	45497	0	9
303211	0	0	0	9
303212	1	36499	2900	12
303214	1	0	4000	12
303215	1	9483	6300	12
303217	0	3584	742	12
303218	1	9799	6400	12
303220	1	10353	4000	12
303223	1	8850	12000	14
303225	1	3250	1800	11
303228	0	37	0	10
303229	1	775	502	12
303230	0	906	0	12
303238	0	35544	0	14
303239	0	1026	0	11
303242	1	12459	2700	10
303243	1	5129	3300	12
303244	0	29869	0	12
303245	0	36255	13000	12
303247	1	8361	10700	10
303250	1	11643	0	11
303252	1	19320	132	12
303256	1	14200	0	12
303257	1	5718	3100	8
303260	1	21972	274	12
303262	1	4027	2577	10
303266	1	21112	7000	13
303267	1	25517	0	11
303268	0	28210	3350	14
303269	0	14536	2200	11
303270	1	7440	0	12
303271	0	25849	5500	10
303275	1	228	0	12
303276	0	6636	9658	12
303283	0	1731	50	9
303285	0	1731	1100	12
303287	0	297	2000	11
303288	0	59849	3147	14
303290	0	1065	470	12
303291	1	21498	3000	13
303294	0	29135	10000	9
303299	1	22668	0	11
303300	1	35749	4500	13
303301	0	7800	5000	10
303302	1	8353	119	11
303303	1	0	0	11
303304	0	1392	645	12
303305	0	13849	10000	12
303307	1	54985	5868	12
303308	0	1494	3800	12
303309	1	23814	9300	12
303313	0	0	0	10
303315	0	0	0	12
303316	1	32056	11000	12
303317	1	34399	3600	17
303318	1	56699	12000	12
303320	0	45105	3000	12
303326	1	0	0	12
303328	1	12356	3602	13
303330	0	31348	0	9
303331	0	25181	5556	15
303332	0	55872	800	11
303335	1	927	0	11
303337	1	6904	400	11
303338	0	4794	335	9
303341	1	23531	4000	10
303342	1	41661	616	14
303343	1	2601	1000	12
303346	1	1890	0	18
303347	1	30684	10000	12
303350	0	15743	0	12
303352	0	55754	15360	8
303354	0	13910	1560	16
303355	0	37476	6319	13
303356	1	43237	4000	14
303357	1	3123	2000	10
303360	1	49050	0	14
303366	1	33219	600	12
303369	0	8080	0	9
303370	0	2004	0	12
303372	1	61710	5130	14
303376	1	22563	7000	12
303377	0	17525	0	11
303379	0	108542	8000	17
303380	1	9756	2164	12
303381	0	0	1300	14
303382	1	18231	98	13
303384	0	7497	4800	12
303385	0	8034	1489	12
303386	1	8312	8300	16
303388	1	0	9000	11
303389	1	23909	0	14
303390	1	53769	4000	12
303391	0	0	0	10
303392	1	33809	7079	12
303394	0	34	5200	11
303398	0	26538	20000	17
303399	1	22632	900	7
303401	1	6345	509	11
303402	1	4125	0	12
303406	1	42759	3000	12
303409	1	35167	5000	11
303410	1	11116	400	12
303411	0	17161	554	10
303412	0	31464	0	11
303413	1	54039	1200	12
303415	1	7441	0	12
303418	1	6568	10056	9
303420	1	15537	0	11
303422	1	25833	2000	12
303423	1	0	0	9
303424	0	0	0	10
303427	1	19262	0	10
303428	0	8195	2224	12
303430	1	42888	0	12
303431	1	0	3000	12
303434	0	3434	1600	9
303436	1	64370	10000	12
303443	1	72	14305	12
303445	0	1961	1000	11
303455	1	1300	502	13
303456	0	1538	3360	16
303457	1	36065	5550	12
303458	1	52130	10400	12
303459	1	12481	3000	13
303464	1	712	0	11
303466	1	77815	6000	12
303468	0	2969	3500	12
303469	1	47833	2000	12
303470	0	0	0	8
303476	1	23070	2000	12
303478	0	5154	0	13
303482	1	0	3976	12
303483	1	18259	500	14
303485	1	0	6000	14
303486	1	22788	0	11
303487	1	17719	6500	9
303488	1	5462	0	12
303491	1	93	0	12
303493	0	5076	500	12
303497	0	0	0	10
303506	1	0	0	12
303507	0	17531	0	12
303508	1	19235	0	12
303510	1	30887	6000	9
303517	1	2007	600	12
303520	0	0	0	10
303521	1	27670	5500	9
303522	1	43239	2061	14
303523	1	14018	9417	12
303525	0	16897	8000	11
303526	1	124612	1200	14
303528	1	0	0	9
303530	1	0	0	11
303532	1	34564	200	13
303533	0	49787	0	17
303535	1	3778	1800	11
303538	1	12534	600	11
303540	1	16038	5000	12
303542	1	10623	10000	12
303545	1	11655	1200	13
303547	0	9009	3500	14
303550	1	36432	0	14
303551	0	28353	4000	16
303559	0	22845	2200	12
303561	1	30138	1880	12
303563	0	22424	1000	17
303566	1	12596	1855	12
303567	0	4419	0	11
303570	0	6542	1490	11
303571	1	44151	3000	12
303572	1	0	0	12
303573	1	44131	12000	11
303574	1	10554	0	12
303575	0	7528	0	12
303580	1	42138	8500	9
303581	1	1760	90	15
303582	1	20773	800	11
303583	1	0	0	14
303589	1	7980	0	12
303591	1	4378	500	12
303592	1	0	0	12
303594	1	36224	11760	13
303597	0	69399	0	14
303599	1	24654	1000	12
303601	1	5308	100	9
303605	1	234	0	13
303608	0	0	1500	11
303611	1	13629	2200	12
303613	0	16563	22233	12
303614	0	2538	3400	10
303615	1	2115	0	12
303616	0	16917	9747	12
303617	1	30090	8000	12
303618	0	14039	13099	15
303623	1	9915	0	12
303624	1	84265	0	13
303627	1	990	8280	13
303630	1	1446	0	9
303632	0	15507	800	11
303633	1	2042	0	11
303634	1	10545	4616	11
303636	1	15414	0	11
303640	0	26592	0	12
303642	1	35772	1955	12
303643	1	0	1900	9
303644	1	5376	10133	14
303646	1	54288	15600	12
303651	0	2284	10000	12
303656	1	22911	750	10
303670	0	4174	126	12
303673	1	30537	8500	12
303675	0	157	300	12
303677	0	7794	36600	12
303680	1	43085	10000	13
303682	1	0	300	12
303684	0	3786	0	11
303685	0	5516	0	9
303686	0	23733	0	8
303687	0	12620	0	12
303689	0	1287	0	12
303690	1	10275	15600	8
303693	1	35249	7500	12
303694	1	34614	10000	14
303695	1	20900	0	8
303697	1	0	0	9
303699	1	12324	6500	12
303700	1	25308	0	10
303701	0	37879	0	9
303707	0	26682	2500	11
303709	1	21574	300	12
303710	1	30541	7000	9
303711	1	0	200	12
303712	1	28566	3500	10
303715	0	21879	6260	14
303716	0	38175	8000	11
303717	1	24075	13000	12
303718	1	0	0	12
303719	1	3561	75	14
303720	1	4980	2000	12
303722	1	72000	8640	8
303723	0	25670	15000	14
303729	0	23547	6000	12
303731	0	20553	155	11
303732	1	22415	4800	12
303734	1	4459	268	11
303740	0	36113	4600	13
303741	1	1362	1000	11
303745	1	0	2000	11
303746	1	13806	0	16
303749	0	0	75	13
303756	1	7835	9000	13
303757	1	1818	2200	12
303764	1	7413	0	8
303766	1	0	4203	12
303768	1	23787	4726	12
303771	1	30038	6000	14
303772	0	13600	7500	11
303778	0	32415	7500	12
303779	1	0	9000	12
303784	0	16281	1380	12
303785	1	13815	224	9
303786	0	12510	6000	10
303793	1	40444	10400	11
303795	1	9651	3500	12
303797	1	2577	0	11
303799	1	3990	600	12
303800	1	30888	4800	10
303802	1	7988	0	12
303803	1	1999	3350	12
303804	1	32129	7000	12
303806	1	14040	2000	12
303807	1	38712	5000	15
303810	1	4402	0	13
303811	0	0	0	11
303815	0	6726	0	11
303821	0	26937	1200	12
303822	1	38498	5500	12
303824	0	0	98	12
303825	0	8502	0	9
303826	0	16254	2144	12
303828	0	0	0	12
303830	0	0	0	14
303835	0	6081	0	11
303836	0	57312	2100	9
303837	1	6204	0	12
303841	1	43041	0	10
303843	1	26072	1600	11
303848	0	8736	0	11
303850	1	12471	1600	8
303852	0	453	4500	11
303854	0	6879	5109	13
303857	1	34377	3296	12
303858	1	7294	0	12
303859	1	2775	20000	16
303861	1	38926	4000	13
303863	1	18739	0	15
303865	1	29080	2000	9
303869	0	19737	6000	8
303873	1	423	0	12
303875	1	269	892	11
303876	1	34290	0	12
303881	1	28107	0	12
303886	1	6985	0	10
303887	0	0	0	14
303890	1	45741	2000	16
303894	0	34905	2000	11
303895	1	15920	250	12
303900	0	251	1000	12
303901	1	0	0	11
303902	0	40692	2500	12
303904	0	62451	3194	14
303905	1	45537	9000	14
303906	1	9874	883	9
303911	1	27469	5000	12
303916	1	9425	1279	10
303918	1	24072	0	12
303919	1	43912	6512	11
303921	0	19358	4899	12
303922	1	37505	15717	13
303923	1	384	3000	12
303924	0	0	0	11
303925	1	16233	1000	12
303928	1	0	0	8
303929	1	21	350	14
303931	1	88454	8100	11
303932	0	30630	10000	14
303936	1	69	375	12
303939	0	1725	1452	10
303941	1	11410	0	11
303944	0	12424	0	10
303947	1	2196	300	9
303948	1	67389	4800	8
303950	1	18484	36000	12
303951	0	1528	0	10
303954	0	2073	3000	13
303956	1	25494	14000	13
303958	0	21777	0	12
303959	1	2079	1800	12
303960	0	669	5250	10
303961	0	21549	3750	12
303963	1	3109	0	12
303964	1	6375	5000	13
303965	1	28975	14000	12
303968	1	10638	4000	13
303969	0	2160	0	11
303970	1	8861	2674	17
303971	1	16517	1000	10
303975	1	290	0	10
303978	1	10058	15000	12
303980	0	210	2448	9
303982	1	0	200	16
303984	1	438	0	12
303986	1	0	0	13
303989	1	37071	371	12
303993	1	15038	500	15
303996	1	8004	2000	11
303998	0	1449	0	12
303999	1	39687	10000	15
304000	1	3990	5570	16
304008	1	3985	0	12
304009	0	0	0	12
304012	1	14523	6000	11
304013	0	0	550	11
304014	0	2018	0	11
304015	0	19104	0	12
304016	1	24541	4000	10
304018	1	33368	12	12
304020	1	39	522	10
304022	0	26009	3000	12
304024	1	35559	5000	12
304025	1	30229	13000	12
304027	1	15318	1322	12
304028	1	4470	0	11
304030	1	9481	3000	11
304032	0	16200	7395	12
304034	1	324	10000	8
304036	1	14699	1000	12
304037	1	33497	481	16
304039	0	0	0	12
304040	1	0	0	11
304041	0	7381	136	12
304042	0	3735	500	12
304043	1	1873	1440	10
304045	1	20373	18200	9
304048	1	0	0	9
304050	1	5442	0	10
304052	1	43190	18000	16
304056	1	54335	575	12
304058	0	0	0	9
304059	1	11175	3300	12
304060	0	636	1100	12
304061	1	18489	4000	9
304062	0	31196	5000	12
304063	1	51423	10880	10
304064	1	23409	1056	11
304065	1	33282	1200	10
304068	0	30662	12000	12
304070	1	0	0	12
304072	0	18288	7443	12
304074	1	554	7000	15
304083	1	0	0	10
304085	0	34266	8000	11
304087	1	4606	1012	12
304088	1	26789	6240	14
304089	1	3666	0	13
304091	1	27474	950	14
304093	1	15353	1200	12
304094	1	27	4000	12
304095	1	3999	0	14
304097	1	1320	0	11
304098	1	60	275	11
304100	0	28029	1957	14
304103	1	0	0	16
304104	1	16324	1292	12
304105	0	31035	0	10
304106	1	72244	16800	14
304108	0	66996	7149	12
304109	1	14669	1680	13
304111	1	3051	0	11
304112	1	1086	3000	13
304115	0	3198	5650	14
304116	1	37374	341	10
304120	0	31881	0	12
304125	1	13759	8000	13
304130	0	11961	2560	12
304131	0	2868	9000	12
304132	0	24347	3000	16
304133	0	13266	0	10
304135	0	0	2600	16
304140	1	27417	11000	14
304141	1	4140	0	9
304144	0	63760	7000	10
304148	0	8380	1400	13
304151	1	4204	6000	14
304153	1	24364	500	14
304154	1	11006	1500	10
304156	1	192	1200	13
304157	1	0	0	14
304158	0	4321	0	12
304159	0	23500	2000	12
304160	1	969	0	14
304161	0	0	0	13
304163	0	1533	0	13
304164	1	1230	0	14
304169	1	9369	1500	10
304170	0	0	3000	12
304172	1	30762	2980	13
304173	1	24645	8800	12
304175	1	57732	5000	12
304177	0	0	4668	12
304178	1	54577	4900	12
304180	1	2832	1035	10
304185	1	28528	250	10
304187	0	15939	0	8
304189	0	4005	184	12
304191	1	0	5044	8
304193	1	17382	3570	12
304194	0	37629	0	16
304197	1	2913	0	10
304199	1	34136	5400	11
304201	0	22959	2000	12
304202	0	6282	1500	12
304203	0	33970	4500	8
304204	1	9651	0	12
304208	1	15789	122	14
304210	1	18116	1487	12
304212	1	21233	1200	12
304215	1	52991	7000	10
304219	0	7110	400	12
304222	0	42952	12480	15
304223	1	13785	60	14
304224	1	73054	30000	12
304225	1	43887	4500	12
304231	1	25070	0	12
304234	1	25499	3000	12
304235	0	12093	5000	10
304237	1	0	360	16
304238	0	351	197	11
304243	1	216	2800	12
304244	1	24399	5300	11
304246	0	3423	3000	8
304248	1	4851	3000	11
304249	1	2107	3500	11
304250	1	10970	0	10
304259	1	915	0	12
304262	1	25390	6370	12
304265	1	50328	8000	14
304268	0	23560	0	11
304271	1	23868	0	12
304275	1	54180	5100	17
304276	0	9588	0	10
304278	1	2895	5000	14
304281	1	8207	0	12
304282	0	4476	0	12
304289	0	33180	5800	14
304290	1	7240	0	12
304293	0	24466	1000	12
304297	0	18283	6000	16
304301	0	26049	220	12
304303	1	113	0	9
304307	1	50916	23395	12
304309	1	22080	4741	12
304311	1	0	0	10
304312	1	88174	10000	12
304314	1	38019	10584	14
304318	1	1302	120	12
304319	1	69594	11000	12
304321	0	20711	1120	12
304322	1	3026	0	9
304324	1	25695	0	8
304325	0	443	0	12
304329	0	21091	2000	12
304334	0	8033	4200	17
304335	0	25497	14159	8
304338	1	6933	1440	12
304339	1	24344	3200	11
304340	1	0	0	12
304341	1	75075	8500	12
304342	1	39761	10032	13
304343	1	3030	0	10
304344	1	32112	1700	9
304345	1	8958	6754	12
304349	0	0	140	9
304350	1	7146	0	9
304351	0	13130	3500	12
304352	1	7979	0	13
304355	1	20515	2000	14
304357	1	363	0	8
304358	0	11070	4200	12
304359	1	11520	1200	10
304366	1	3522	600	12
304367	1	17110	8000	11
304368	1	0	0	12
304371	1	666	0	10
304374	1	64173	0	9
304376	1	0	0	11
304379	0	96447	20400	12
304382	1	16120	0	14
304384	1	1941	4250	15
304385	1	35349	5200	12
304388	1	1488	3000	10
304393	0	17848	5000	10
304394	0	25193	4000	14
304395	1	45043	3000	14
304398	1	51131	9000	12
304399	0	38941	10500	16
304401	1	22550	900	13
304403	1	26735	8000	15
304407	0	20409	8000	11
304409	0	9695	2900	12
304412	1	86187	15808	12
304416	1	612	0	12
304417	0	7038	8265	10
304420	1	666	0	12
304422	1	332	15000	12
304423	0	1859	0	12
304430	1	29113	5200	10
304432	1	0	0	12
304433	0	36250	12520	12
304437	1	1365	0	11
304438	1	42501	1200	12
304446	1	29081	3000	13
304451	0	13105	750	12
304453	0	49408	600	10
304455	1	45	0	9
304458	1	15976	2600	14
304460	1	71509	10000	13
304462	0	744	5306	12
304463	0	0	1100	11
304487	0	33206	0	12
304491	1	8730	3674	12
304492	1	15748	444	12
304493	1	0	600	14
304496	0	6786	1570	11
304497	1	255	4184	11
304499	1	1011	2000	15
304502	0	75771	9200	13
304503	1	25537	5000	8
304506	1	0	0	12
304509	1	0	0	12
304510	0	0	3000	11
304511	0	27663	6000	11
304512	1	0	600	10
304513	0	213	0	11
304514	1	5841	0	11
304516	0	9081	600	11
304517	1	34613	9000	12
304518	0	28565	10500	12
304519	1	20625	4900	11
304520	1	7218	0	13
304525	1	6923	0	10
304526	1	3525	2240	12
304528	1	377	3000	12
304529	0	12432	2496	10
304534	0	23187	7915	12
304536	1	0	8000	17
304538	1	11244	0	17
304539	0	2289	0	7
304546	1	9720	0	15
304548	1	4797	150	11
304549	0	1254	2400	11
304550	1	45213	4700	11
304551	0	363	60	10
304552	1	670	3359	12
304553	0	8073	472	11
304556	1	583	0	11
304558	1	16772	9200	10
304560	1	9411	7500	12
304561	1	1470	450	12
304562	0	0	6020	12
304564	1	28753	8000	12
304565	1	2790	862	12
304567	0	35214	7336	11
304568	1	7407	0	12
304569	0	2472	3000	12
304570	1	83	140	9
304571	1	0	4000	14
304573	1	3375	3200	8
304577	1	2199	0	12
304584	1	15479	0	12
304585	0	32943	170	10
304592	1	1776	837	12
304595	0	5371	0	12
304596	0	6423	5000	17
304597	0	18442	2000	13
304598	1	24756	30	14
304599	0	35325	1200	12
304600	1	13255	0	12
304602	0	0	0	15
304606	1	28327	3000	10
304607	1	45971	0	13
304608	1	36760	8736	11
304610	1	789	0	9
304611	0	549	1530	12
304612	0	18828	3200	12
304613	1	5226	1642	12
304617	1	38121	7760	14
304618	1	12461	7000	12
304619	1	5700	3000	9
304621	1	0	0	8
304623	0	8163	0	8
304626	0	3162	938	12
304627	1	0	0	11
304630	0	1701	0	11
304631	0	12607	4680	10
304633	0	0	0	12
304634	1	51170	15000	12
304636	0	32187	800	12
304637	1	45424	7000	10
304643	1	7588	4800	10
304644	1	12549	0	8
304647	1	3314	326	12
304652	1	35406	6000	12
304654	0	35350	2000	9
304658	0	3066	0	12
304660	0	294	16639	8
304661	0	31434	0	12
304662	0	0	800	8
304663	0	52514	2700	8
304665	1	0	157	8
304669	1	0	0	12
304671	1	50088	20557	12
304672	1	41742	15000	12
304673	1	915	0	12
304676	0	22112	6000	12
304680	1	0	1300	12
304681	1	0	4800	12
304682	1	33456	5000	12
304684	1	10374	300	11
304685	0	30181	3000	16
304688	1	5166	0	12
304690	1	41767	3000	12
304691	1	2148	0	13
304694	0	97	800	15
304695	1	4102	5450	9
304699	1	219	800	9
304700	1	90	10400	12
304701	1	0	3000	11
304702	0	30041	1880	9
